run,type,module,name,attrname,attrvalue,value,vectime,vecvalue
Obstacles-2-20191117-12:27:55-19092,runattr,,,configname,Obstacles,,,
Obstacles-2-20191117-12:27:55-19092,runattr,,,datetime,20191117-12:27:55,,,
Obstacles-2-20191117-12:27:55-19092,runattr,,,experiment,Obstacles,,,
Obstacles-2-20191117-12:27:55-19092,runattr,,,inifile,omnetpp.ini,,,
Obstacles-2-20191117-12:27:55-19092,runattr,,,iterationvars,$0=80,,,
Obstacles-2-20191117-12:27:55-19092,runattr,,,iterationvarsf,80-,,,
Obstacles-2-20191117-12:27:55-19092,runattr,,,measurement,$0=80,,,
Obstacles-2-20191117-12:27:55-19092,runattr,,,network,artery.veins.World,,,
Obstacles-2-20191117-12:27:55-19092,runattr,,,processid,19092,,,
Obstacles-2-20191117-12:27:55-19092,runattr,,,repetition,0,,,
Obstacles-2-20191117-12:27:55-19092,runattr,,,replication,#0,,,
Obstacles-2-20191117-12:27:55-19092,runattr,,,resultdir,results,,,
Obstacles-2-20191117-12:27:55-19092,runattr,,,runnumber,2,,,
Obstacles-2-20191117-12:27:55-19092,runattr,,,seedset,2,,,
Obstacles-2-20191117-12:27:55-19092,param,,,*.traci.launcher.sumocfg,"""Obstacles/run.sumo.cfg""",,,
Obstacles-2-20191117-12:27:55-19092,param,,,*.withObstacles,true,,,
Obstacles-2-20191117-12:27:55-19092,param,,,*.obstacles.obstacles,"xmldoc(""config_obstacles.xml"", ""//AnalogueModel[@type='SimpleObstacleShadowing']/obstacles"")",,,
Obstacles-2-20191117-12:27:55-19092,param,,,*.node[*].nic.mac1609_4.txPower,20mW,,,
Obstacles-2-20191117-12:27:55-19092,param,,,*.node[*].nic.phy80211p.decider,"xmldoc(""config_obstacles.xml"")",,,
Obstacles-2-20191117-12:27:55-19092,param,,,*.node[*].nic.phy80211p.analogueModels,"xmldoc(""config_obstacles.xml"")",,,
Obstacles-2-20191117-12:27:55-19092,param,,,*.node[*].applType,"""artery.veins.ApplicationLayer""",,,
Obstacles-2-20191117-12:27:55-19092,param,,,*.node[*].appl.middleware.updateInterval,0.1s,,,
Obstacles-2-20191117-12:27:55-19092,param,,,*.node[*].appl.middleware.datetime,"""2013-06-01 12:35:00""",,,
Obstacles-2-20191117-12:27:55-19092,param,,,*.node[*].appl.middleware.services,"xmldoc(""services.xml"")",,,
Obstacles-2-20191117-12:27:55-19092,param,,,*.node[*].appl.middleware.ExampleService.DecisionLogic,80,,,
Obstacles-2-20191117-12:27:55-19092,param,,,*.node[*].appl.middleware.ExampleService.NeighboringWindow,60,,,
Obstacles-2-20191117-12:27:55-19092,param,,,*.traci.core.version,-1,,,
Obstacles-2-20191117-12:27:55-19092,param,,,*.traci.launcher.typename,"""PosixLauncher""",,,
Obstacles-2-20191117-12:27:55-19092,param,,,*.playgroundSizeX,4000m,,,
Obstacles-2-20191117-12:27:55-19092,param,,,*.playgroundSizeY,4000m,,,
Obstacles-2-20191117-12:27:55-19092,param,,,*.playgroundSizeZ,50m,,,
Obstacles-2-20191117-12:27:55-19092,param,,,*.connectionManager.maxInterfDist,1500m,,,
Obstacles-2-20191117-12:27:55-19092,param,,,*.connectionManager.sendDirect,true,,,
Obstacles-2-20191117-12:27:55-19092,param,,,*.connectionManager.coreDebug,false,,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[2].appl.middleware.CaService,#cam_sent,,,56,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[2].appl.middleware.ExampleService,#full_proofs,,,0,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[2].appl.middleware.ExampleService,#half_proofs,,,0,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[2].appl.middleware.ExampleService,#failed_proofs,,,0,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[2].appl.middleware.ExampleService,#loc_proof_send,,,0,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[2].nic.phy80211p,busyTime,,,2.7111111111111e-05,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[2].nic.mac1609_4,ReceivedUnicastPackets,,,0,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[2].nic.mac1609_4,ReceivedBroadcasts,,,3,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[2].nic.mac1609_4,SentPackets,,,56,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[2].nic.mac1609_4,SentAcknowledgements,,,0,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[2].nic.mac1609_4,SNIRLostPackets,,,0,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[2].nic.mac1609_4,RXTXLostPackets,,,0,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[2].nic.mac1609_4,TotalLostPackets,,,0,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[2].nic.mac1609_4,DroppedPacketsInMac,,,0,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[2].nic.mac1609_4,TooLittleTime,,,0,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[2].nic.mac1609_4,TimesIntoBackoff,,,56,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[2].nic.mac1609_4,SlotsBackoff,,,430,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[2].nic.mac1609_4,NumInternalContention,,,0,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[2].nic.mac1609_4,totalBusyTime,,,0.009696,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[3].appl.middleware.CaService,#cam_sent,,,94,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[3].appl.middleware.ExampleService,#full_proofs,,,0,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[3].appl.middleware.ExampleService,#half_proofs,,,0,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[3].appl.middleware.ExampleService,#failed_proofs,,,0,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[3].appl.middleware.ExampleService,#loc_proof_send,,,0,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[3].nic.phy80211p,busyTime,,,0.00024228571428571,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[3].nic.mac1609_4,ReceivedUnicastPackets,,,0,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[3].nic.mac1609_4,ReceivedBroadcasts,,,38,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[3].nic.mac1609_4,SentPackets,,,94,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[3].nic.mac1609_4,SentAcknowledgements,,,0,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[3].nic.mac1609_4,SNIRLostPackets,,,3,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[3].nic.mac1609_4,RXTXLostPackets,,,0,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[3].nic.mac1609_4,TotalLostPackets,,,3,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[3].nic.mac1609_4,DroppedPacketsInMac,,,0,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[3].nic.mac1609_4,TooLittleTime,,,0,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[3].nic.mac1609_4,TimesIntoBackoff,,,94,,
Obstacles-2-20191117-12:27:55-19092,scalar,World.node[3].nic.mac1609_4,SlotsBackoff,,,686,,
